ID_Funcionario,Demitido,Idade,Faixa_Etaria,Genero,Estado_Civil,Maior_de_18,Distancia_de_Casa,Faixa_Distancia_de_Casa,Escolaridade,Area_de_Formacao,Departamento,Cargo,Nivel_do_Cargo,Renda_Mensal,Razão_salarial,Percentual_Aumento_Salario,StockOptionLevel,Valor_Hora,Valor_Diaria,Valor_Mensal,Hora_Extra,Viagens_a_Negocio,Envolvimento_com_Trabalho,Avaliacao_Desempenho,Treinamentos_Ano_Passado,Satisfacao_com_Ambiente,Satisfacao_com_Trabalho,Satisfacao_Relacionamento,Equilibrio_Vida_Trabalho,Satisfação_geral,Numero_de_Empresas_Anteriores,Total_Anos_Trabalhados,Anos_na_Empresa,Faixa_de_tempo_empresa,Anos_no_Cargo_Atual,Anos_Desde_Ultima_Promocao,Anos_com_Gerente_Atual,Contagem_de_Funcionarios,Horas_Padrao
1762,No,29,Jovem,Female,Divorced,Y,4,Muito próxima,3,Technical Degree,Research & Development,Research Scientist,1,2109,3.08341929469749,13,1,91,590,10007,No,Travel_Rarely,2,3,2,4,1,3,3,11,1,1,1,Recém contratado,0,0,0,1,80
1763,No,30,Adulto,Male,Married,Y,16,Distante,3,Life Sciences,Research & Development,Healthcare Representative,2,5294,1.2283587632257285,16,1,58,305,9128,No,Travel_Rarely,4,3,3,3,3,3,3,12,3,10,7,Funcionário estabelecido,0,1,7,1,80
1764,No,32,Adulto,Male,Single,Y,5,Muito próxima,4,Technical Degree,Research & Development,Research Scientist,1,2718,2.392542786062181,14,0,65,953,17674,No,Non-Travel,3,3,3,2,2,2,3,9,2,12,7,Funcionário estabelecido,7,0,7,1,80
1766,No,38,Adulto,Male,Married,Y,18,Distante,3,Medical,Research & Development,Healthcare Representative,2,5811,1.11907267122991,16,1,60,833,24539,Yes,Travel_Rarely,1,3,2,2,4,3,3,12,3,15,1,Recém contratado,0,1,0,1,80
1767,Yes,43,Adulto,Male,Married,Y,17,Distante,3,Technical Degree,Research & Development,Research Scientist,1,2437,2.668416615723023,16,1,38,807,15587,Yes,Travel_Frequently,2,3,4,3,3,4,3,13,9,6,1,Recém contratado,0,0,0,1,80
1768,No,42,Adulto,Male,Divorced,Y,12,Moderada,3,Medical,Research & Development,Laboratory Technician,1,2766,2.3510236053929887,22,3,57,855,8952,No,Travel_Rarely,3,4,6,2,2,2,2,8,8,7,5,Funcionário estabelecido,3,0,4,1,80
1770,No,55,Maduro,Male,Married,Y,2,Muito próxima,3,Medical,Research & Development,Research Director,5,19038,0.3415763889335543,12,3,60,478,19805,No,Travel_Rarely,2,3,2,3,1,2,3,9,8,34,1,Recém contratado,0,0,0,1,80
1771,No,33,Adulto,Male,Divorced,Y,4,Muito próxima,3,Technical Degree,Research & Development,Research Scientist,2,3055,2.1286190810202967,15,2,90,775,6194,No,Non-Travel,3,3,2,4,2,4,2,12,5,11,9,Funcionário estabelecido,8,1,7,1,80
1772,No,41,Adulto,Male,Divorced,Y,9,Próxima,4,Life Sciences,Research & Development,Laboratory Technician,1,2289,2.8409485768969014,20,2,94,548,20520,No,Travel_Rarely,3,4,2,3,1,2,3,9,1,5,5,Funcionário estabelecido,3,0,4,1,80
1774,No,34,Adulto,Male,Divorced,Y,10,Próxima,3,Life Sciences,Sales,Sales Executive,2,4001,1.6253264915063752,14,1,87,1375,12313,Yes,Non-Travel,3,3,3,4,3,3,3,13,1,15,15,Muito experiente,14,0,7,1,80
1775,No,53,Maduro,Female,Married,Y,1,Muito próxima,4,Medical,Research & Development,Manufacturing Director,4,12965,0.5015758806414968,20,3,60,661,22308,Yes,Non-Travel,2,4,2,1,3,4,2,10,4,27,3,Inicio de carreira,2,0,2,1,80
1778,No,43,Adulto,Male,Single,Y,2,Muito próxima,3,Life Sciences,Human Resources,Human Resources,1,3539,1.8375053101206575,13,0,97,244,5033,No,Travel_Rarely,3,3,5,2,4,2,3,11,0,10,9,Funcionário estabelecido,7,1,8,1,80
1779,No,34,Adulto,Female,Single,Y,3,Muito próxima,2,Life Sciences,Sales,Sales Executive,2,6029,1.0786086071516017,12,0,32,511,25353,No,Travel_Rarely,1,3,3,4,4,1,3,12,5,6,2,Inicio de carreira,2,2,2,1,80
1780,Yes,21,Jovem,Male,Single,Y,7,Próxima,1,Marketing,Sales,Sales Representative,1,2679,2.427372636251216,13,0,31,337,4567,No,Travel_Rarely,3,3,3,2,2,2,3,9,1,1,1,Recém contratado,0,1,0,1,80
1782,No,38,Adulto,Female,Married,Y,6,Próxima,2,Other,Research & Development,Laboratory Technician,1,3702,1.7565994847425734,11,1,40,1153,16376,No,Travel_Rarely,2,3,3,4,3,2,3,12,1,5,5,Funcionário estabelecido,4,0,4,1,80
1783,Yes,22,Jovem,Female,Married,Y,8,Próxima,1,Medical,Research & Development,Laboratory Technician,1,2398,2.711814550674315,17,0,79,1294,15999,Yes,Travel_Rarely,3,3,6,3,1,3,3,10,1,1,1,Recém contratado,0,0,0,1,80
1784,No,31,Adulto,Female,Married,Y,29,Muito distantew,4,Marketing,Sales,Sales Executive,2,5468,1.1892705363052316,14,2,91,196,13402,No,Travel_Rarely,2,3,3,1,4,1,3,9,1,13,12,Experiente,7,5,7,1,80
1786,No,51,Maduro,Female,Married,Y,3,Muito próxima,3,Technical Degree,Research & Development,Manager,3,13116,0.49580140992047933,11,0,53,942,22984,No,Travel_Rarely,3,3,2,1,3,4,3,11,2,15,2,Inicio de carreira,2,2,2,1,80
1787,No,37,Adulto,Male,Married,Y,9,Próxima,2,Marketing,Sales,Sales Executive,2,4189,1.5523827387245184,14,2,46,589,8800,No,Travel_Rarely,2,3,2,2,2,1,3,8,1,5,5,Funcionário estabelecido,2,0,3,1,80
1789,No,46,Maduro,Male,Divorced,Y,2,Muito próxima,4,Medical,Research & Development,Research Director,5,19328,0.33645132928999416,17,1,46,734,14218,Yes,Travel_Rarely,3,3,3,3,4,3,3,13,7,24,2,Inicio de carreira,1,2,2,1,80
1790,No,36,Adulto,Male,Married,Y,10,Próxima,3,Life Sciences,Research & Development,Healthcare Representative,3,8321,0.7815083875155638,13,1,90,1383,25949,Yes,Travel_Rarely,3,3,1,4,1,4,3,12,7,15,12,Experiente,8,5,7,1,80
1792,Yes,44,Adulto,Male,Divorced,Y,1,Muito próxima,2,Medical,Research & Development,Research Scientist,1,2342,2.776657255558073,12,3,99,429,11092,Yes,Travel_Frequently,3,3,2,3,2,3,2,10,1,6,5,Funcionário estabelecido,3,2,3,1,80
1794,No,37,Adulto,Male,Divorced,Y,8,Próxima,2,Other,Human Resources,Human Resources,2,4071,1.597379339846968,13,0,89,1239,12832,No,Travel_Rarely,3,3,4,3,2,3,2,10,2,19,10,Experiente,0,4,7,1,80
1797,Yes,35,Adulto,Male,Single,Y,27,Muito distantew,3,Life Sciences,Sales,Sales Executive,2,5813,1.1186876470870475,18,0,84,303,13492,Yes,Travel_Rarely,3,3,2,3,4,4,3,14,1,10,10,Experiente,7,7,7,1,80
1798,No,33,Adulto,Male,Married,Y,8,Próxima,4,Life Sciences,Research & Development,Research Scientist,1,3143,2.0690204557801484,19,1,90,867,6076,No,Travel_Rarely,4,3,1,4,1,2,3,10,6,14,10,Experiente,8,7,6,1,80
1799,No,28,Jovem,Male,Married,Y,1,Muito próxima,3,Life Sciences,Research & Development,Research Scientist,1,2044,3.181473235086598,11,1,82,1181,5531,No,Travel_Rarely,3,3,6,3,4,3,4,14,1,5,5,Funcionário estabelecido,3,0,3,1,80
1800,No,39,Adulto,Male,Single,Y,10,Próxima,1,Medical,Research & Development,Research Director,3,13464,0.4829865784697718,21,0,65,1253,7914,No,Travel_Rarely,3,4,3,3,3,3,3,12,7,9,4,Inicio de carreira,3,2,2,1,80
1801,No,46,Maduro,Male,Single,Y,26,Muito distantew,2,Life Sciences,Sales,Sales Executive,2,7991,0.8137819162203738,15,0,98,849,25166,No,Non-Travel,2,3,3,2,2,3,3,10,8,6,2,Inicio de carreira,2,2,2,1,80
1802,No,40,Adulto,Female,Married,Y,2,Muito próxima,2,Life Sciences,Research & Development,Laboratory Technician,1,3377,1.9256533291433247,17,1,99,616,25605,No,Travel_Rarely,3,3,5,3,1,4,2,10,4,7,4,Inicio de carreira,3,0,2,1,80
1803,No,42,Adulto,Male,Married,Y,13,Moderada,3,Medical,Research & Development,Healthcare Representative,2,5538,1.1742382254454689,18,2,95,1128,5696,No,Travel_Rarely,4,3,2,2,1,3,2,8,5,10,0,Recém contratado,0,0,0,1,80
1804,No,35,Adulto,Male,Divorced,Y,2,Muito próxima,2,Medical,Research & Development,Manufacturing Director,2,5762,1.1285892559036805,14,1,90,1180,24442,No,Non-Travel,3,3,6,2,4,3,3,12,2,15,7,Funcionário estabelecido,7,1,7,1,80
1805,No,38,Adulto,Male,Divorced,Y,2,Muito próxima,3,Human Resources,Human Resources,Human Resources,1,2592,2.508846949273537,13,3,100,1336,7129,No,Non-Travel,3,3,3,1,2,4,3,10,5,13,11,Experiente,10,3,8,1,80
1807,Yes,34,Adulto,Male,Married,Y,9,Próxima,4,Life Sciences,Research & Development,Laboratory Technician,2,5346,1.2164106420720178,17,1,93,234,6208,No,Travel_Frequently,3,3,3,4,1,3,2,10,4,11,7,Funcionário estabelecido,1,0,7,1,80
1809,Yes,37,Adulto,Male,Single,Y,10,Próxima,4,Medical,Research & Development,Manufacturing Director,2,4213,1.543539352603135,15,0,58,370,4992,No,Travel_Rarely,3,3,4,4,1,2,1,8,1,10,10,Experiente,3,0,8,1,80
1812,No,39,Adulto,Male,Divorced,Y,20,Distante,3,Life Sciences,Sales,Sales Executive,2,4127,1.5757042143244504,18,1,83,766,19188,No,Travel_Frequently,3,3,6,3,4,4,3,14,2,7,2,Inicio de carreira,1,2,2,1,80
1813,No,43,Adulto,Male,Single,Y,9,Próxima,3,Life Sciences,Research & Development,Research Scientist,1,2438,2.6673221052161638,13,0,52,343,24978,No,Non-Travel,3,3,2,1,3,3,2,9,4,7,3,Inicio de carreira,2,1,2,1,80
1814,No,41,Adulto,Male,Single,Y,5,Muito próxima,3,Life Sciences,Research & Development,Healthcare Representative,2,6870,0.9465693293328977,12,0,85,447,15530,No,Travel_Rarely,4,3,3,2,2,1,1,6,3,11,3,Inicio de carreira,2,1,2,1,80
1815,No,41,Adulto,Female,Divorced,Y,4,Muito próxima,1,Marketing,Sales,Sales Executive,3,10447,0.622468775008807,13,1,81,796,26458,Yes,Travel_Rarely,3,3,3,3,3,4,4,14,0,23,22,Veterano,14,13,5,1,80
1816,No,30,Adulto,Female,Single,Y,10,Próxima,3,Medical,Research & Development,Manufacturing Director,3,9667,0.6726938339212793,14,0,64,1092,2739,No,Travel_Rarely,3,3,3,1,3,2,3,9,9,9,7,Funcionário estabelecido,7,0,2,1,80
1818,Yes,26,Jovem,Female,Married,Y,20,Distante,2,Medical,Human Resources,Human Resources,1,2148,3.027435424821698,11,0,69,920,6889,Yes,Travel_Rarely,3,3,3,4,2,3,3,12,0,6,5,Funcionário estabelecido,1,1,4,1,80
1821,Yes,46,Maduro,Female,Married,Y,21,Muito distantew,2,Medical,Research & Development,Healthcare Representative,2,8926,0.7285381237415424,22,1,66,261,10842,No,Travel_Rarely,3,4,2,4,2,4,4,14,4,13,9,Funcionário estabelecido,7,3,7,1,80
1822,No,40,Adulto,Female,Divorced,Y,1,Muito próxima,3,Life Sciences,Research & Development,Healthcare Representative,2,6513,0.9984540599596203,17,1,52,1194,9060,No,Travel_Rarely,3,3,3,3,4,4,3,14,4,12,5,Funcionário estabelecido,3,0,3,1,80
1823,No,34,Adulto,Male,Married,Y,8,Próxima,2,Technical Degree,Sales,Sales Executive,2,6799,0.956454080381969,21,2,92,810,22128,No,Travel_Rarely,4,4,5,2,3,3,3,11,1,10,10,Experiente,8,4,8,1,80
1824,No,58,Maduro,Male,Divorced,Y,2,Muito próxima,3,Medical,Sales,Manager,4,16291,0.399173242435517,22,1,52,350,22577,No,Non-Travel,3,4,0,2,2,4,2,10,4,37,16,Muito experiente,9,14,14,1,80
1826,No,35,Adulto,Male,Married,Y,23,Muito distantew,4,Medical,Research & Development,Laboratory Technician,1,2705,2.404041143259522,16,1,91,185,9696,No,Travel_Rarely,1,3,2,2,3,2,4,11,0,6,5,Funcionário estabelecido,4,0,3,1,80
1827,No,47,Maduro,Female,Divorced,Y,4,Muito próxima,3,Life Sciences,Research & Development,Manufacturing Director,3,10333,0.6293362327027008,12,1,92,1001,19271,Yes,Travel_Rarely,2,3,4,3,2,3,3,11,8,28,22,Veterano,11,14,10,1,80
1829,No,40,Adulto,Female,Divorced,Y,12,Moderada,3,Life Sciences,Research & Development,Healthcare Representative,2,4448,1.4619899488572408,12,1,47,750,10748,No,Travel_Rarely,3,3,3,2,1,2,3,8,2,15,7,Funcionário estabelecido,4,7,7,1,80
1830,No,54,Maduro,Female,Married,Y,7,Próxima,4,Medical,Research & Development,Research Scientist,2,6854,0.9487790038688367,15,1,68,431,15696,No,Travel_Rarely,3,3,2,4,4,2,2,12,4,14,7,Funcionário estabelecido,1,1,7,1,80
1833,No,31,Adulto,Female,Married,Y,7,Próxima,4,Marketing,Sales,Sales Executive,3,9637,0.6747879311525379,14,2,68,1125,8277,No,Travel_Frequently,3,3,3,1,1,4,3,9,2,9,3,Inicio de carreira,2,2,2,1,80
1834,No,28,Jovem,Female,Married,Y,1,Muito próxima,3,Medical,Research & Development,Research Scientist,1,3591,1.810897046092177,25,1,67,1217,12719,No,Travel_Rarely,3,4,3,3,1,3,3,10,1,3,3,Inicio de carreira,2,1,2,1,80
1835,No,38,Adulto,Female,Married,Y,2,Muito próxima,4,Marketing,Sales,Sales Representative,2,5405,1.2031325240549504,20,2,77,723,4244,Yes,Travel_Rarely,1,4,4,2,4,1,2,9,2,20,4,Inicio de carreira,2,0,3,1,80
1836,No,26,Jovem,Male,Single,Y,10,Próxima,3,Medical,Sales,Sales Executive,2,4684,1.3883286277790365,13,0,46,572,9125,No,Travel_Rarely,3,3,4,3,4,1,3,11,1,5,5,Funcionário estabelecido,3,1,2,1,80
1837,No,58,Maduro,Male,Married,Y,15,Moderada,4,Life Sciences,Research & Development,Research Director,4,15787,0.4119168488323942,14,0,87,1216,21624,Yes,Travel_Frequently,3,3,3,1,3,2,3,9,2,23,2,Inicio de carreira,2,2,2,1,80
1839,No,18,Jovem,Female,Single,Y,14,Moderada,3,Medical,Research & Development,Research Scientist,1,1514,4.295199004304496,16,0,33,1431,8018,No,Non-Travel,3,3,4,2,3,3,1,9,1,0,0,Recém contratado,0,0,0,1,80
1842,Yes,31,Adulto,Male,Married,Y,18,Distante,5,Human Resources,Human Resources,Human Resources,1,2956,2.199909097603859,17,0,89,359,21495,No,Travel_Rarely,4,3,4,4,1,3,3,11,0,2,1,Recém contratado,0,0,0,1,80
1844,Yes,29,Jovem,Male,Divorced,Y,13,Moderada,3,Human Resources,Human Resources,Human Resources,1,2335,2.784981281591866,15,3,56,350,3157,Yes,Travel_Rarely,2,3,3,1,1,4,3,9,4,4,2,Inicio de carreira,2,2,0,1,80
1845,No,45,Maduro,Female,Married,Y,2,Muito próxima,4,Life Sciences,Sales,Sales Executive,2,5154,1.2617251246637577,22,2,67,589,19665,No,Non-Travel,3,4,3,3,3,2,4,12,4,10,8,Funcionário estabelecido,7,5,7,1,80
1847,No,36,Adulto,Female,Married,Y,2,Muito próxima,4,Other,Research & Development,Research Scientist,2,6962,0.9340608004189898,22,1,73,430,19573,Yes,Travel_Rarely,3,4,2,4,2,4,3,13,4,15,1,Recém contratado,0,0,0,1,80
1849,No,43,Adulto,Male,Married,Y,2,Muito próxima,4,Life Sciences,Sales,Sales Executive,2,5675,1.1458909766549792,20,1,92,1422,19246,No,Travel_Frequently,3,4,5,1,4,3,3,11,1,7,7,Funcionário estabelecido,7,7,7,1,80
1850,No,27,Jovem,Female,Single,Y,5,Muito próxima,2,Life Sciences,Research & Development,Laboratory Technician,1,2379,2.733472590381256,14,0,53,1297,19826,Yes,Travel_Frequently,3,3,3,4,4,3,2,13,0,6,5,Funcionário estabelecido,4,0,2,1,80
1852,No,29,Jovem,Male,Married,Y,20,Distante,1,Medical,Research & Development,Laboratory Technician,1,3812,1.7059106223811666,13,0,40,574,7003,No,Travel_Frequently,3,3,3,4,4,2,4,14,1,11,11,Experiente,8,3,10,1,80
1853,No,32,Adulto,Male,Single,Y,10,Próxima,4,Marketing,Sales,Sales Executive,2,4648,1.399081603381456,13,0,79,1318,26075,No,Travel_Frequently,3,3,2,4,4,3,4,15,8,4,0,Recém contratado,0,0,0,1,80
1854,No,42,Adulto,Male,Married,Y,10,Próxima,4,Technical Degree,Research & Development,Research Scientist,1,2936,2.2148948543995255,22,2,38,355,6161,No,Non-Travel,3,4,1,3,3,2,2,10,3,10,6,Funcionário estabelecido,3,3,3,1,80
1856,No,47,Maduro,Female,Single,Y,9,Próxima,4,Life Sciences,Research & Development,Laboratory Technician,1,2105,3.0892785237610485,12,0,64,207,5411,No,Travel_Rarely,3,3,2,2,3,3,3,11,4,7,2,Inicio de carreira,2,2,0,1,80
1857,No,46,Maduro,Male,Divorced,Y,2,Muito próxima,2,Life Sciences,Research & Development,Manufacturing Director,3,8578,0.7580941119744704,14,1,82,706,19989,No,Travel_Rarely,3,3,4,4,4,3,2,13,3,12,9,Funcionário estabelecido,8,4,7,1,80
1858,No,28,Jovem,Male,Divorced,Y,1,Muito próxima,2,Life Sciences,Human Resources,Human Resources,1,2706,2.4031527318983765,15,1,43,280,10494,No,Non-Travel,3,3,2,3,4,2,3,12,1,3,3,Inicio de carreira,2,2,2,1,80
1859,No,29,Jovem,Male,Divorced,Y,29,Muito distantew,1,Life Sciences,Research & Development,Healthcare Representative,2,6384,1.0186295884268495,17,2,93,726,21143,No,Travel_Rarely,1,3,3,4,3,4,3,14,8,11,7,Funcionário estabelecido,0,1,6,1,80
1860,No,42,Adulto,Male,Single,Y,8,Próxima,3,Life Sciences,Research & Development,Laboratory Technician,1,3968,1.6388435717028746,13,0,81,1142,13624,No,Travel_Rarely,3,3,3,4,3,4,3,14,4,8,0,Recém contratado,0,0,0,1,80
1862,Yes,32,Adulto,Male,Single,Y,2,Muito próxima,4,Marketing,Sales,Sales Executive,2,9907,0.6563976271845167,12,0,82,414,26186,Yes,Travel_Rarely,2,3,3,3,2,3,2,10,7,7,2,Inicio de carreira,2,2,2,1,80
1863,No,46,Maduro,Female,Divorced,Y,3,Muito próxima,3,Technical Degree,Sales,Sales Executive,4,13225,0.49171503157028407,12,1,45,1319,7739,No,Travel_Rarely,4,3,5,1,1,4,3,9,2,25,19,Muito experiente,17,2,8,1,80
1864,No,27,Jovem,Female,Married,Y,23,Muito distantew,1,Medical,Sales,Sales Representative,2,3540,1.8369862408240132,21,1,36,728,7018,No,Travel_Rarely,2,4,5,2,3,4,3,12,1,9,9,Funcionário estabelecido,8,5,8,1,80
1865,No,29,Jovem,Male,Married,Y,6,Próxima,1,Medical,Human Resources,Human Resources,1,2804,2.3191623725096315,11,0,87,352,15434,No,Travel_Rarely,2,3,3,4,2,4,3,13,1,1,1,Recém contratado,0,0,0,1,80
1866,No,43,Adulto,Female,Married,Y,6,Próxima,3,Medical,Research & Development,Manager,5,19392,0.33534092886329453,13,0,81,823,22539,No,Travel_Rarely,2,3,2,1,3,4,3,11,7,21,16,Muito experiente,12,6,14,1,80
1867,No,48,Maduro,Male,Married,Y,10,Próxima,3,Life Sciences,Research & Development,Research Director,5,19665,0.3306855475472671,12,0,91,1224,13583,No,Travel_Rarely,2,3,3,4,2,4,3,13,4,29,22,Veterano,10,12,9,1,80
1868,Yes,29,Jovem,Male,Single,Y,24,Muito distantew,2,Life Sciences,Research & Development,Research Scientist,1,2439,2.666228492216895,24,0,73,459,14753,Yes,Travel_Frequently,2,4,3,4,4,2,2,12,1,1,1,Recém contratado,0,1,0,1,80
1869,Yes,46,Maduro,Female,Married,Y,10,Próxima,3,Life Sciences,Sales,Sales Executive,3,7314,0.8891073684053878,21,3,64,1254,14011,No,Travel_Rarely,3,4,2,3,2,3,3,11,5,14,8,Funcionário estabelecido,7,0,7,1,80
1870,No,27,Jovem,Female,Married,Y,15,Moderada,3,Life Sciences,Research & Development,Research Scientist,1,4774,1.362155695960831,19,1,77,1131,23844,No,Travel_Frequently,2,3,2,4,1,4,2,11,0,8,7,Funcionário estabelecido,6,7,3,1,80
1871,No,39,Adulto,Male,Divorced,Y,19,Distante,4,Other,Research & Development,Research Scientist,2,3902,1.6665636321160961,14,3,41,835,5141,No,Travel_Rarely,3,3,2,4,4,2,3,13,8,7,2,Inicio de carreira,2,2,2,1,80
1873,No,55,Maduro,Male,Married,Y,2,Muito próxima,4,Technical Degree,Research & Development,Research Scientist,1,2662,2.4428742646570276,20,1,98,836,7975,No,Travel_Rarely,2,4,2,2,4,2,4,12,8,19,5,Funcionário estabelecido,2,0,4,1,80
1875,No,28,Jovem,Female,Married,Y,3,Muito próxima,3,Medical,Sales,Sales Representative,1,2856,2.276936727071781,19,1,78,1172,3692,No,Travel_Rarely,3,3,3,2,2,4,3,11,1,1,1,Recém contratado,0,0,0,1,80
1876,Yes,30,Adulto,Male,Single,Y,9,Próxima,3,Medical,Sales,Sales Representative,1,1081,6.015662620274752,13,0,89,945,16019,No,Travel_Rarely,3,3,3,2,4,3,2,11,1,1,1,Recém contratado,0,0,0,1,80
1878,Yes,22,Jovem,Male,Single,Y,7,Próxima,1,Life Sciences,Research & Development,Research Scientist,1,2472,2.6306356361314753,23,0,75,391,26092,Yes,Travel_Rarely,3,4,2,4,2,1,3,10,1,1,1,Recém contratado,0,0,0,1,80
1880,No,36,Adulto,Female,Married,Y,10,Próxima,4,Technical Degree,Sales,Sales Executive,2,5673,1.1462949572566556,13,1,63,1266,6060,Yes,Travel_Rarely,2,3,4,2,3,1,3,9,1,10,10,Experiente,9,1,7,1,80
1881,No,31,Adulto,Male,Divorced,Y,20,Distante,3,Life Sciences,Research & Development,Laboratory Technician,2,4197,1.5494237056271163,11,1,89,311,18624,No,Travel_Rarely,3,3,2,2,3,1,3,9,1,10,10,Experiente,8,0,2,1,80
1882,No,34,Adulto,Male,Married,Y,4,Muito próxima,3,Life Sciences,Sales,Sales Executive,3,9713,0.669508009113251,13,3,64,1480,24444,Yes,Travel_Rarely,3,3,3,3,4,4,3,14,2,9,5,Funcionário estabelecido,3,1,0,1,80
1883,No,29,Jovem,Male,Single,Y,7,Próxima,3,Life Sciences,Research & Development,Laboratory Technician,1,2062,3.153700917806502,14,0,59,592,19384,No,Travel_Rarely,3,3,2,4,1,2,3,10,3,11,3,Inicio de carreira,2,1,2,1,80
1885,No,37,Adulto,Male,Married,Y,7,Próxima,4,Medical,Research & Development,Research Scientist,2,4284,1.5179578180478541,22,1,78,783,13588,Yes,Travel_Rarely,3,4,2,4,1,3,3,11,5,16,5,Funcionário estabelecido,3,0,4,1,80
1886,No,35,Adulto,Female,Married,Y,16,Distante,2,Other,Research & Development,Manufacturing Director,2,4788,1.3581727845691327,11,0,44,219,25388,Yes,Travel_Rarely,2,3,2,4,2,4,3,13,0,4,3,Inicio de carreira,2,0,2,1,80
1888,No,45,Maduro,Female,Married,Y,25,Muito distantew,2,Life Sciences,Research & Development,Manufacturing Director,2,5906,1.1010720102466995,13,2,93,556,23888,No,Travel_Rarely,2,3,2,2,4,4,2,12,0,10,9,Funcionário estabelecido,8,3,8,1,80
1890,No,36,Adulto,Male,Single,Y,2,Muito próxima,1,Human Resources,Human Resources,Human Resources,2,3886,1.6734254484089055,21,0,94,1213,4223,No,Travel_Frequently,2,4,2,2,4,4,2,12,1,10,10,Experiente,1,0,8,1,80
1892,No,40,Adulto,Male,Divorced,Y,1,Muito próxima,4,Life Sciences,Research & Development,Manager,4,16823,0.3865500381927722,11,1,98,1137,18991,No,Travel_Rarely,3,3,3,1,1,1,3,6,2,22,19,Muito experiente,7,11,16,1,80
1893,No,26,Jovem,Female,Married,Y,1,Muito próxima,2,Life Sciences,Research & Development,Research Scientist,1,2933,2.2171603452154813,13,1,90,482,14908,Yes,Travel_Rarely,2,3,3,2,3,3,2,10,1,1,1,Recém contratado,0,1,0,1,80
1898,No,27,Jovem,Female,Single,Y,2,Muito próxima,2,Medical,Sales,Sales Executive,2,6500,1.0004509680795395,14,0,89,511,26997,No,Travel_Rarely,4,3,5,1,3,2,2,8,0,9,8,Funcionário estabelecido,7,0,7,1,80
1900,No,48,Maduro,Female,Divorced,Y,22,Muito distantew,3,Medical,Research & Development,Manager,4,17174,0.3786497782995812,11,1,58,117,2437,No,Travel_Frequently,3,3,3,4,4,2,3,13,3,24,22,Veterano,17,4,7,1,80
1903,No,44,Adulto,Male,Married,Y,1,Muito próxima,4,Life Sciences,Research & Development,Healthcare Representative,2,5033,1.2920586712729996,15,1,78,170,9364,No,Travel_Rarely,4,3,5,2,1,4,3,10,2,10,2,Inicio de carreira,0,2,2,1,80
1905,Yes,34,Adulto,Male,Married,Y,16,Distante,4,Technical Degree,Research & Development,Research Scientist,1,2307,2.818782528182491,23,1,85,967,14460,Yes,Non-Travel,1,4,2,4,1,2,3,10,1,5,5,Funcionário estabelecido,2,3,0,1,80
1907,Yes,56,Maduro,Male,Single,Y,24,Muito distantew,2,Life Sciences,Research & Development,Laboratory Technician,1,2587,2.5136958996973355,16,0,97,1162,10261,No,Travel_Rarely,3,3,3,1,4,4,3,12,1,5,4,Inicio de carreira,2,1,0,1,80
1908,No,36,Adulto,Male,Married,Y,17,Distante,2,Marketing,Sales,Sales Executive,2,5507,1.18084824632595,16,2,33,335,16822,No,Travel_Rarely,2,3,1,3,2,3,1,9,2,12,4,Inicio de carreira,2,1,3,1,80
1909,No,41,Adulto,Female,Married,Y,8,Próxima,3,Marketing,Sales,Sales Executive,2,4393,1.4802939432089703,21,1,54,337,26841,No,Travel_Rarely,3,4,3,3,2,3,3,11,5,14,5,Funcionário estabelecido,4,1,4,1,80
1911,No,42,Adulto,Male,Married,Y,6,Próxima,3,Medical,Research & Development,Research Director,3,13348,0.4871839445997158,13,1,83,1396,14842,No,Travel_Rarely,3,3,3,3,1,2,4,10,9,18,13,Experiente,7,5,7,1,80
1912,No,31,Adulto,Female,Divorced,Y,10,Próxima,2,Medical,Sales,Sales Executive,2,6583,0.9878370488404993,11,1,86,1079,20115,Yes,Travel_Rarely,3,3,2,3,4,4,3,14,2,8,5,Funcionário estabelecido,2,1,4,1,80
1915,No,34,Adulto,Female,Married,Y,3,Muito próxima,1,Medical,Sales,Sales Executive,2,8103,0.8025337890308536,12,0,75,735,16495,Yes,Travel_Rarely,2,3,3,4,4,3,2,13,3,9,4,Inicio de carreira,2,0,1,1,80
1916,No,31,Adulto,Female,Divorced,Y,4,Muito próxima,3,Medical,Research & Development,Laboratory Technician,1,3978,1.6347238040515353,12,1,62,471,16031,No,Travel_Rarely,4,3,0,1,3,2,2,8,8,4,2,Inicio de carreira,2,2,2,1,80
1918,No,26,Jovem,Male,Married,Y,6,Próxima,3,Other,Research & Development,Laboratory Technician,1,2544,2.5561836841654904,18,1,61,1096,7102,No,Travel_Frequently,4,3,3,3,4,1,3,11,0,8,7,Funcionário estabelecido,7,7,7,1,80
1922,No,45,Maduro,Male,Single,Y,1,Muito próxima,4,Medical,Research & Development,Healthcare Representative,2,5399,1.2044695855745522,12,0,44,1297,14511,No,Travel_Frequently,3,3,3,2,3,3,3,11,4,12,4,Inicio de carreira,2,0,3,1,80
1924,No,33,Adulto,Male,Single,Y,10,Próxima,4,Marketing,Sales,Sales Executive,2,5487,1.1851524134348472,14,0,43,217,10410,No,Travel_Rarely,3,3,2,2,3,2,2,9,1,10,10,Experiente,4,0,9,1,80
